"URL_ID","URL","POSITIVE SCORE","NEGATIVE SCORE","POLARITY SCORE","SUBJECTIVITY SCORE","AVG SENTENCE LENGTH","PERCENTAGE OF COMPLEX WORDS","FOG INDEX","AVG NUMBER OF WORDS PER SENTENCE","COMPLEX WORD COUNT","WORD COUNT","SYLLABLE PER WORD","PERSONAL PRONOUNS","AVG WORD LENGTH","","","","","","","","","","","","","","",""
"15","https://insights.blackcoffer.com/how-metaverse-is-shaping-the-future-the-next-big-tech-phenomena/","54","12","0.63636362672176","0.022900763346292","120.60439560439","0.28462377317339","48.355607751028","19.615384615385","522","1834","3533","3","5.0605234460196","","","","","","","","","","","","","","",""
"16","https://insights.blackcoffer.com/what-are-the-challenges-and-acceptance-of-e-learning-during-the-covid-19-for-students-and-teachers-2/","26","39","-0.19999999692308","-0.01778385770481","140.77419354839","0.25718194254446","56.412550196373","23.290322580645","188","731","1387","5","5.0246238030096","","","","","","","","","","","","","","",""
"17","https://insights.blackcoffer.com/what-is-the-limitation-of-e-learning-classes/","32","69","-0.36633663003627","-0.02186761228022","122.75294117647","0.27955082742317","49.212996801558","19.764705882353","473","1692","3378","3","5.2239952718676","","","","","","","","","","","","","","",""
"18","https://insights.blackcoffer.com/what-are-the-challenges-and-acceptance-of-e-learning-during-the-covid-19-for-students-and-teachers/","32","27","0.084745761275496","0.0046772684708351","116.47058823529","0.19457436856876","46.666065041545","20.666666666667","208","1069","1854","5","4.6183348924228","","","","","","","","","","","","","","",""
"19","https://insights.blackcoffer.com/problems-faced-by-students-in-online-classes-during-covid-19/","64","33","0.31958762557126","0.017836593775698","150.19402985075","0.25834292289988","60.180949109458","25","449","1738","3280","10","4.8647871116226","","","","","","","","","","","","","","",""
"20","https://insights.blackcoffer.com/impact-of-covid-19-on-engineering-and-medical-college-during-this-pandemic-lockdown/","16","35","-0.37254901230296","-0.02149321264537","70.114285714286","0.210407239819","28.129877181642","12.285714285714","186","884","1528","30","4.658371040724","","","","","","","","","","","","","","",""
"21","https://insights.blackcoffer.com/how-is-login-logout-time-tracking-for-employees-in-office-done-by-ai/","17","9","0.30769229585799","0.010796221307967","170.61538461538","0.25775978407557","68.349257759784","27.884615384615","191","741","1444","4","5.0431848852901","","","","","","","","","","","","","","",""
"22","https://insights.blackcoffer.com/how-does-ai-help-to-monitor-retail-shelf-watches/","28","3","0.80645158688866","0.038759689862388","138.41379310345","0.28527131782946","55.479625768511","22.103448275862","184","645","1301","2","5.2744186046512","","","","","","","","","","","","","","",""
"23","https://insights.blackcoffer.com/ai-and-its-impact-on-the-fashion-industry/","83","21","0.5961538404216","0.033172819671925","148.8961038961","0.30444087747458","59.680217909431","23.532467532467","569","1869","3755","13","5.2059925093633","","","","","","","","","","","","","","",""
"24","https://insights.blackcoffer.com/how-do-deep-learning-models-predict-old-and-new-drugs-that-are-successfully-treated-in-healthcare/","15","0","0.99999993333334","0.033112582708361","176.25","0.3112582781457","70.624503311258","28.0625","141","453","926","1","5.2693156732892","","","","","","","","","","","","","","",""
"25","https://insights.blackcoffer.com/how-artificial-intelligence-can-boost-your-productivity-level/","55","13","0.61764704974048","0.033466135431501","142.59615384615","0.27330677290837","57.147784247625","23.653846153846","343","1255","2486","27","4.9697211155378","","","","","","","","","","","","","","",""
"26","https://insights.blackcoffer.com/how-are-genetic-sequencing-maps-affected-by-deep-learning-and-ai/","49","13","0.58064515192508","0.031386224907248","146.67346938776","0.34699215344377","58.80818461648","23","398","1147","2395","3","5.3260680034874","","","","","","","","","","","","","","",""
"27","https://insights.blackcoffer.com/how-is-ai-used-to-solve-traffic-management/","64","40","0.23076922855029","0.017454545441851","141.74603174603","0.32436363636364","56.828158152958","21.793650793651","446","1375","2921","1","5.5418181818182","","","","","","","","","","","","","","",""
"28","https://insights.blackcoffer.com/benefits-of-big-data-in-different-fields/","65","15","0.6249999921875","0.027442371005795","149.27631578947","0.31942919868277","59.838297995263","23.644736842105","582","1822","3730","9","5.2821075740944","","","","","","","","","","","","","","",""
"29","https://insights.blackcoffer.com/how-big-data-will-impact-the-future-of-business/","83","10","0.78494622811886","0.044539353237011","136.35135135135","0.28248932275778","54.653536269644","21.513513513514","463","1639","3319","3","5.2300183038438","","","","","","","","","","","","","","",""
"30","https://insights.blackcoffer.com/how-will-ai-make-decisions-in-tomorrows-wars/","27","24","0.058823528258362","0.0049342105182003","95.189189189189","0.26644736842105","38.182254623044","16.108108108108","162","608","1180","3","4.8733552631579","","","","","","","","","","","","","","",""
"31","https://insights.blackcoffer.com/which-one-is-better-ai-or-big-data/","36","4","0.79999998","0.048120300679518","119.05882352941","0.29624060150376","47.742025652366","19.147058823529","197","665","1390","2","5.1593984962406","","","","","","","","","","","","","","",""
"32","https://insights.blackcoffer.com/how-robots-can-help-in-e-learning-platforms/","41","38","0.037974683063612","0.0021008403346633","118.81690140845","0.24719887955182","47.625640115201","19.845070422535","353","1428","2703","32","4.9705882352941","","","","","","","","","","","","","","",""
"33","https://insights.blackcoffer.com/how-does-big-data-help-in-finance-and-the-growth-of-large-firms/","37","22","0.25423728382649","0.0125733444991","122.75438596491","0.26320201173512","49.207035190659","20.859649122807","314","1193","2268","4","4.9161777032691","","","","","","","","","","","","","","",""
"34","https://insights.blackcoffer.com/future-of-work-robot-ai-and-automation/","25","6","0.61290320603538","0.032646048053873","149.91666666667","0.29037800687285","60.082817869416","24.083333333333","169","582","1191","5","5.2302405498282","","","","","","","","","","","","","","",""
"35","https://insights.blackcoffer.com/how-ai-will-help-the-defense-power-of-a-country/","47","52","-0.050505049994898","-0.0035186488363697","89.494623655914","0.2624912033779","35.902845943717","15.075268817204","373","1421","2721","10","4.935960591133","","","","","","","","","","","","","","",""
"36","https://insights.blackcoffer.com/future-of-ai-and-machine-roles-in-the-medical-sector/","41","13","0.51851850891632","0.028426395910227","157","0.23959390862944","62.895837563452","26.638888888889","236","985","1806","6","4.8010152284264","","","","","","","","","","","","","","",""
"37","https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/","81","34","0.40869564862004","0.025795828745447","155.09090909091","0.34851811196487","62.175770881149","23.337662337662","635","1822","3924","1","5.6103183315038","","","","","","","","","","","","","","",""
"38","https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/","71","38","0.30275229080044","0.02258726897838","118.04285714286","0.23203285420944","47.309955998827","20.285714285714","339","1461","2667","6","4.7310061601643","","","","","","","","","","","","","","",""
"39","https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/","74","38","0.32142856855867","0.020665901251053","126.72093023256","0.32835820895522","50.819715376605","19.883720930232","572","1742","3607","3","5.3237657864524","","","","","","","","","","","","","","",""
"40","https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/","86","28","0.50877192536165","0.034544371629217","115.28915662651","0.23406789755807","46.209289809626","20","393","1679","3127","18","4.7599761762954","","","","","","","","","","","","","","",""
"41","https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/","71","28","0.43434342995613","0.023717595133085","143.74324324324","0.25096525096525","57.597683397683","23.608108108108","455","1813","3375","18","4.9442912300055","","","","","","","","","","","","","","",""
"42","https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/","57","24","0.40740740237769","0.024608501100217","135.06896551724","0.25205070842655","54.128406490267","22.48275862069","338","1341","2513","21","4.9127516778523","","","","","","","","","","","","","","",""
"43","https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/","29","12","0.41463413622843","0.022280471792555","99.844444444444","0.25032765399738","40.037908839377","16.533333333333","191","763","1433","7","4.9724770642202","","","","","","","","","","","","","","",""
"44","https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/","71","40","0.27927927676325","0.019720101768626","136.14925373134","0.25508905852417","54.561737115947","22.477611940299","401","1572","2950","18","4.8874045801527","","","","","","","","","","","","","","",""
"45","https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/","44","13","0.54385963958141","0.040735873796668","118.5","0.22601839684625","47.490407358739","20.361111111111","172","761","1356","2","4.6898817345598","","","","","","","","","","","","","","",""
"46","https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/","80","41","0.32231404692302","0.017480950238691","156.26829268293","0.25728372926938","62.610230564878","26.390243902439","574","2231","4237","11","4.8103989242492","","","","","","","","","","","","","","",""
"47","https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/","63","69","-0.045454545110193","-0.0028182245172296","117.24038461538","0.25504931892907","46.998173573725","19.076923076923","543","2129","3945","1","4.8440582433067","","","","","","","","","","","","","","",""
"48","https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/","47","22","0.36231883532871","0.020593080707913","139.10714285714","0.31960461285008","55.770698987997","21.446428571428","388","1214","2562","10","5.4736408566721","","","","","","","","","","","","","","",""
"49","https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/","42","29","0.18309858897044","0.010101010093162","104.40845070423","0.25563325563326","41.865633583943","17.422535211268","329","1287","2402","6","4.8539238539238","","","","","","","","","","","","","","",""
"50","https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/","75","24","0.51515150994796","0.029344073630987","158.26984126984","0.24108170310702","63.404369189179","26.936507936508","419","1738","3249","22","4.7968929804373","","","","","","","","","","","","","","",""
"51","https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/","83","24","0.55140186400559","0.034705882332526","126.98734177215","0.26705882352941","50.901760238273","20.873417721519","454","1700","3290","11","4.9776470588235","","","","","","","","","","","","","","",""
"52","https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/","28","0","0.99999996428572","0.054474708065224","142.52173913043","0.32684824902724","57.139434951785","22.260869565217","168","514","1097","0","5.4260700389105","","","","","","","","","","","","","","",""
"53","https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/","104","39","0.45454545136682","0.034648187614793","1169","0.22921108742004","467.69168443497","201.66666666667","430","1876","3353","16","4.6455223880597","","","","","","","","","","","","","","",""
"54","https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/","35","0","0.99999997142857","0.035787321026802","105.69642857143","0.31697341513292","42.405360794625","17.214285714286","310","978","1930","0","5.1226993865031","","","","","","","","","","","","","","",""
"55","https://insights.blackcoffer.com/evolution-of-advertising-industry/","15","6","0.42857140816327","0.012244897942524","108.90697674419","0.3265306122449","43.693402942572","16.837209302326","240","735","1508","1","5.443537414966","","","","","","","","","","","","","","",""
"56","https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/","5","4","0.11111109876543","0.0030211480271264","148.71428571429","0.30815709969789","59.608977125593","23.428571428571","102","331","662","2","5.3413897280967","","","","","","","","","","","","","","",""
"57","https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/","50","41","0.098901097814274","0.0085066162490486","134.74468085106","0.2703213610586","54.006000884849","21.936170212766","286","1058","2063","31","5.0557655954631","","","","","","","","","","","","","","",""
"58","https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/","35","69","-0.32692307377959","-0.024251069882845","148.01754385965","0.28316690442225","59.320284305628","24.315789473684","397","1402","2756","2","5.0699001426534","","","","","","","","","","","","","","",""
"59","https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/","21","15","0.16666666203704","0.0081855388701425","144.7","0.2537517053206","57.981500682128","24.4","186","733","1394","4","4.9645293315143","","","","","","","","","","","","","","",""
"60","https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/","74","38","0.32142856855867","0.01804511277291","123.79347826087","0.23057644110276","49.609621880789","21.152173913043","460","1995","3677","10","4.7794486215539","","","","","","","","","","","","","","",""
"61","https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/","53","3","0.89285712691327","0.072568940388144","91.844444444444","0.2844702467344","36.851565876471","15.133333333333","196","689","1329","4","5.0754716981132","","","","","","","","","","","","","","",""
"62","https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/","9","1","0.79999992000001","0.019950124638528","136.58823529412","0.22942643391521","54.727064691213","22.764705882353","92","401","755","0","4.8678304239401","","","","","","","","","","","","","","",""
"63","https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/","36","9","0.59999998666667","0.022978723384699","139.29166666667","0.24851063829787","55.816070921986","23.875","292","1175","2138","4","4.7557446808511","","","","","","","","","","","","","","",""
"64","https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/","28","8","0.55555554012346","0.031496062942526","160.44","0.31181102362205","64.300724409449","24.88","198","635","1330","1","5.3763779527559","","","","","","","","","","","","","","",""
"65","https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/","20","9","0.37931033174792","0.02749999993125","83","0.255","33.302","13.620689655172","102","400","797","0","5.1025","","","","","","","","","","","","","","",""
"66","https://insights.blackcoffer.com/how-we-forecast-future-technologies/","6","0","0.99999983333336","0.035714285501701","96.909090909091","0.32142857142857","38.892207792208","15.272727272727","54","168","350","2","5.4107142857143","","","","","","","","","","","","","","",""
"67","https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/","27","37","-0.15624999755859","-0.011709601859825","82.785714285714","0.19672131147541","33.192974238876","14.482142857143","168","854","1492","19","4.5444964871194","","","","","","","","","","","","","","",""
"68","https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/","11","2","0.69230763905326","0.047619047367095","100.45454545454","0.24867724867725","40.281289081289","17.181818181818","47","189","364","1","4.9047619047619","","","","","","","","","","","","","","",""
"69","https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/","54","19","0.47945204822668","0.029610829078163","122.63492063492","0.35363790186125","49.195423414713","18.52380952381","418","1182","2586","0","5.6023688663283","","","","","","","","","","","","","","",""
"70","https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/","14","18","-0.12499999609375","-0.0072992700596729","154.61904761905","0.27919708029197","61.959297879736","25.52380952381","153","548","1034","11","4.985401459854","","","","","","","","","","","","","","",""
"71","https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/","24","37","-0.21311475060468","-0.011981566809234","124.5","0.2331797235023","49.893271889401","21.42","253","1085","1984","7","4.7963133640553","","","","","","","","","","","","","","",""
"72","https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/","33","49","-0.19512194883998","-0.0090039392183433","146.14666666667","0.29431626336522","58.576393172013","23.053333333333","523","1777","3578","16","5.2374788970174","","","","","","","","","","","","","","",""
"73","https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/","58","23","0.43209876009755","0.01961883406972","143.55714285714","0.21300448430493","57.508058936579","25.142857142857","380","1784","3205","19","4.6855381165919","","","","","","","","","","","","","","",""
"74","https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/","48","26","0.29729729327977","0.014735432006205","125.20588235294","0.22705961152043","50.173176785785","21.529411764706","339","1493","2714","18","4.7675820495646","","","","","","","","","","","","","","",""
"75","https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/","28","7","0.59999998285714","0.023026315764226","72.058823529412","0.21271929824561","28.908617131063","13.088235294118","194","912","1550","1","4.4714912280702","","","","","","","","","","","","","","",""
"76","https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/","53","8","0.73770490593926","0.030364372449147","133.76271186441","0.20715249662618","53.587945744413","24.101694915254","307","1482","2497","4","4.4055330634278","","","","","","","","","","","","","","",""
"77","https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/","38","6","0.7272727107438","0.064908721977873","159.23529411765","0.2393509127789","63.78985801217","28","118","493","904","8","4.5598377281947","","","","","","","","","","","","","","",""
"78","https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/","50","16","0.51515150734619","0.020643594401552","148.69696969697","0.28476017000607","59.59269194679","24.227272727273","469","1647","3238","8","5.0279295689132","","","","","","","","","","","","","","",""
"79","https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/","35","75","-0.36363636033058","-0.038131553824469","85.328358208955","0.22211630123928","34.220189804078","14.880597014925","233","1049","1898","13","4.5633937082936","","","","","","","","","","","","","","",""
"80","https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/","69","23","0.49999999456522","0.039282664355864","84.283783783784","0.16994022203245","33.781489602326","15.324324324324","199","1171","1938","5","4.4210076857387","","","","","","","","","","","","","","",""
"81","https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/","28","46","-0.24324323995617","-0.014742014729941","151.44680851064","0.21457821457821","60.664554690087","25.510638297872","262","1221","2192","4","4.8861588861589","","","","","","","","","","","","","","",""
"82","https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/","38","26","0.18749999707031","0.0081411126132014","109.82716049383","0.27408412483039","44.040497847463","17.802469135802","404","1474","2887","9","5.1119402985075","","","","","","","","","","","","","","",""
"83","https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/","36","83","-0.3949579798743","-0.042688464993017","87.695652173913","0.23069936421435","35.170540615251","15.173913043478","254","1101","2007","15","4.6076294277929","","","","","","","","","","","","","","",""
"84","https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/","55","35","0.22222221975309","0.012376237616104","166.8","0.22462871287129","66.809851485148","28.836363636364","363","1616","2844","5","4.7295792079208","","","","","","","","","","","","","","",""
"85","https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/","25","13","0.31578946537396","0.015624999979655","196.91666666667","0.24348958333333","78.8640625","31.958333333333","187","768","1503","1","5.1861979166667","","","","","","","","","","","","","","",""
"86","https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/","40","25","0.23076922721893","0.012448132769753","205.51351351351","0.27053941908714","82.31362117304","32.189189189189","326","1205","2406","1","5.3526970954357","","","","","","","","","","","","","","",""
"87","https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/","42","52","-0.10638297759167","-0.0057339449508406","142.42465753425","0.27293577981651","57.079037325625","23.356164383562","476","1744","3355","6","5.0258027522936","","","","","","","","","","","","","","",""
"88","https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/","38","12","0.5199999896","0.0071724137911249","83.164609053498","0.23337931034483","33.359195345537","14.292181069959","846","3625","6095","7","4.6838620689655","","","","","","","","","","","","","","",""
"89","https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/","41","54","-0.13684210382271","-0.0071783544963123","127.87951807229","0.25786858089453","51.254954661273","21.373493975904","467","1811","3423","12","4.9271120927664","","","","","","","","","","","","","","",""
"90","https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/","30","71","-0.40594059004019","-0.026762402071304","164.38333333333","0.35052219321149","65.893542210618","25.283333333333","537","1532","3266","0","5.4869451697128","","","","","","","","","","","","","","",""
"91","https://insights.blackcoffer.com/human-rights-outlook/","5","3","0.24999996875","0.011494252807504","107.77777777778","0.2183908045977","43.19846743295","18.777777777778","38","174","318","2","4.6551724137931","","","","","","","","","","","","","","",""
"92","https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/","47","4","0.84313723836986","0.041425818842557","133.51162790698","0.23795761078998","53.499834207107","22.46511627907","247","1038","1816","2","4.6416184971098","","","","","","","","","","","","","","",""
"93","https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/","51","34","0.19999999764706","0.0091792656537909","90.394957983193","0.22624190064795","36.248479953536","15.436974789916","419","1852","3439","6","4.8806695464363","","","","","","","","","","","","","","",""
"94","https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/","61","16","0.58441557682577","0.024363833229906","121.57954545454","0.27395776935571","48.74140128956","20.079545454545","506","1847","3396","5","4.8835950189496","","","","","","","","","","","","","","",""
"95","https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/","38","34","0.055555554783951","0.0036764705848562","133.875","0.24724264705882","53.648897058824","22.375","269","1088","2056","3","4.9632352941176","","","","","","","","","","","","","","",""
"96","https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/","19","44","-0.39682539052658","-0.013858093118704","178.03174603175","0.28048780487805","71.32489353465","28.396825396825","506","1804","3491","1","5.260532150776","","","","","","","","","","","","","","",""
"97","https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/","20","42","-0.35483870395421","-0.022132796758418","129.86666666667","0.24647887323944","52.045258215962","21.622222222222","245","994","1862","4","4.9456740442656","","","","","","","","","","","","","","",""
"98","https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/","43","48","-0.054945054341263","-0.0040453074400928","96.616438356164","0.24110032362459","38.743015471915","16.767123287671","298","1236","2313","37","4.7750809061489","","","","","","","","","","","","","","",""
"99","https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/","31","28","0.050847456765297","0.0026978417241926","188.02857142857","0.2544964028777","75.31322713258","31.6","283","1112","2106","12","4.955035971223","","","","","","","","","","","","","","",""
"100","https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/","27","44","-0.23943661634596","-0.012715033647932","142.875","0.26851159311892","57.257404637247","22.875","359","1337","2535","4","5.0680628272251","","","","","","","","","","","","","","",""
"101","https://insights.blackcoffer.com/travel-and-tourism-outlook/","6","3","0.3333332962963","0.015075376808666","106.4","0.20100502512563","42.64040201005","19.3","40","199","340","2","4.427135678392","","","","","","","","","","","","","","",""
"102","https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/","30","47","-0.22077921791196","-0.014912280688673","112.43859649123","0.2359649122807","45.069824561404","19.438596491228","269","1140","2064","13","4.7","","","","","","","","","","","","","","",""
"103","https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/","13","25","-0.31578946537396","-0.018461538433136","119.46875","0.25846153846154","47.890884615385","19.875","168","650","1212","4","4.9523076923077","","","","","","","","","","","","","","",""
"104","https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/","31","57","-0.29545454209711","-0.022807017523853","138.01960784314","0.28157894736842","55.320474716202","22.098039215686","321","1140","2250","2","5.230701754386","","","","","","","","","","","","","","",""
"105","https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/","33","35","-0.029411764273356","-0.0017841213186582","159.30769230769","0.22033898305085","63.811212516297","27.871794871795","247","1121","1978","6","4.607493309545","","","","","","","","","","","","","","",""
"106","https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/","7","3","0.39999996","0.00987654318549","200.07692307692","0.33827160493827","80.166077872744","30.384615384615","137","405","816","0","5.479012345679","","","","","","","","","","","","","","",""
"107","https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/","27","3","0.79999997333333","0.038034865232908","117.36666666667","0.19651347068146","47.025272054939","20.6","124","631","1083","4","4.648177496038","","","","","","","","","","","","","","",""
"108","https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/","39","58","-0.19587628664045","-0.017592592576303","200.42424242424","0.27777777777778","80.280808080808","31.636363636364","300","1080","2104","3","5.187962962963","","","","","","","","","","","","","","",""
"109","https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/","34","26","0.13333333111111","0.01075268815759","118.875","0.13978494623656","47.605913978495","22.75","104","744","1195","42","4.1774193548387","","","","","","","","","","","","","","",""
"110","https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/","9","39","-0.62499998697917","-0.027803521753657","132.69387755102","0.26969416126043","53.185428684912","21.367346938776","291","1079","2057","2","5.1010194624652","","","","","","","","","","","","","","",""
